,concept_name,concept_table,MICU,SICU,gap
65,100 ML VIAL : PROPOFOL 10 MG/ML IV EMUL,med,0.017214122606699914,0.010843273000241184,0.00637084960645873
66,100 ML: POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN,med,0.011124773113173414,0.02126949703893463,0.010144723925761217
67,1000 ML  -  DEXTROSE 5 % IV SOLN,med,0.03507231102521513,0.03636666944696274,0.0012943584217476115
68,1000 ML  -  DEXTROSE-NACL 5-0.45 % IV SOLN,med,0.006791966742779558,0.00925848694635978,0.002466520203580222
69,1000 ML  -  KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN,med,0.006616312430466294,0.011260321961788921,0.0046440095313226275
70,1000 ML  -  LACTATED RINGERS IV SOLN,med,0.017799636981077463,0.027608641254460248,0.009809004273382785
71,1000 ML  -  POTASSIUM CHLORIDE IN NACL 20-0.9 MEQ/L-% IV SOLN,med,0.0041571520580805914,0.006339144215525615,0.002181992157445024
72,1000 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,med,0.05673634287718441,0.06113937776289837,0.004403034885713961
73,1000 ML : LACTATED RINGERS IV SOLN,med,0.006791966742779558,0.04395696054713157,0.037164993804352016
74,1000 ML FLEX CONT : DEXTROSE-NACL 5-0.45 % IV SOLN,med,0.012822764798868303,0.014263074484932635,0.001440309686064331
75,1000 ML FLEX CONT : DEXTROSE-NACL 5-0.9 % IV SOLN,med,0.02289361203816213,0.019351071815815038,0.0035425402223470924
76,1000 ML FLEX CONT : SODIUM CHLORIDE 0.45 % IV SOLN,med,0.010012295801856072,0.03294686796227129,0.022934572160415216
77,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,med,0.08185490953798123,0.08991575610969228,0.00806084657171105
78,1000 ML FLEX CONT: DEXTROSE-NACL 5-0.45 % IV SOLN,med,0.012764213361430549,0.023521561431292415,0.010757348069861866
79,1000 ML FLEX CONT: DEXTROSE-NACL 5-0.9 % IV SOLN,med,0.011651736050113208,0.009091667361740685,0.0025600686883725226
80,1000 ML FLEX CONT: LACTATED RINGERS IV SOLN,med,0.006147900930964255,0.019768120777362775,0.01362021984639852
81,1000 ML FLEX CONT: SODIUM CHLORIDE 0.9 % IV SOLN,med,0.053750219567858915,0.05880390357823104,0.0050536840103721226
82,15 ML CUP : CHLORHEXIDINE GLUCONATE 0.12 % MT SOLN,med,0.02289361203816213,0.0171824172157668,0.005711194822395332
83,150 ML : LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,med,0.00925112711516526,0.009341896738669328,9.076962350406705e-05
84,150 ML FLEX CONT : LEVOFLOXACIN IN D5W 5 MG/ML IV SOLN,med,0.006440658118153029,0.008007340061716568,0.0015666819435635384
85,2 ML  -  DIGOXIN 0.25 MG/ML IJ SOLN,med,0.0026933661221367213,0.003836850446239188,0.0011434843241024668
86,2 ML  -  FAMOTIDINE 10 MG/ML IV SOLN,med,0.012881316236306058,0.01684877804652861,0.003967461810222551
87,2 ML  -  FENTANYL CITRATE 0.05 MG/ML IJ SOLN,med,0.02324492066278866,0.030027525231437126,0.006782604568648466
88,2 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,med,0.0038643948708918176,0.010593043623312542,0.006728648752420725
89,2 ML  -  METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,med,0.013056970548619323,0.022187004754339653,0.00913003420572033
90,2 ML  -  NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN,med,0.0004098600620642837,0.0028359329385246176,0.002426072876460334
91,2 ML  -  PROCHLORPERAZINE EDISYLATE 5 MG/ML IJ SOLN,med,0.00983664148954281,0.015180582200337658,0.0053439407107948485
92,2 ML : FUROSEMIDE 10 MG/ML IJ SOLN,med,0.004449909245269366,0.01576445074650449,0.011314541501235124
93,2 ML : ONDANSETRON HCL 4 MG/2ML IV SOLN,med,0.03682885414834778,0.03803486529315369,0.0012060111448059102
94,2 ML AMPULE: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,med,0.01984893729139888,0.03511552256231953,0.015266585270920646
95,2 ML VIAL : FAMOTIDINE 20 MG/2ML IV SOLN,med,0.014989167984065232,0.013178747184908517,0.0018104207991567148
96,2 ML VIAL : FENTANYL CITRATE 0.05 MG/ML IJ SOLN,med,0.03577492827446819,0.04028692968551148,0.004512001411043291
97,2 ML VIAL : METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,med,0.010539258738795866,0.019100842438886392,0.008561583700090527
98,2 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,med,0.016687159669760122,0.01509717240802811,0.001589987261732012
99,2 ML VIAL : MIDAZOLAM HCL 2 MG/2ML IJ SOLN,med,0.012822764798868303,0.018016515138862276,0.005193750339993973
100,2 ML VIAL : ONDANSETRON HCL 4 MG/2ML IJ SOLN,med,0.04215703495518346,0.05847026440899285,0.016313229453809384
101,2 ML VIAL: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,med,0.0007611686866908126,0.0012511468846432136,0.000489978197952401
102,2 ML VIAL: FUROSEMIDE 10 MG/ML IJ SOLN,med,0.01996604016627439,0.032446409208414004,0.012480369042139613
103,2 ML VIAL: MIDAZOLAM HCL 2 MG/2ML IJ SOLN,med,0.00983664148954281,0.012344649261813041,0.0025080077722702317
104,2 ML: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,med,0.02312781778791315,0.019100842438886392,0.0040269753490267575
105,2 ML: ONDANSETRON HCL 4 MG/2ML IJ SOLN,med,0.027811932782933535,0.05004587538572854,0.022233942602795008
106,2.5 ML PLAS : IPRATROPIUM BROMIDE 0.02 % IN SOLN,med,0.012764213361430549,0.009925765284836161,0.0028384480765943874
107,20 ML  -  LABETALOL HCL 5 MG/ML IV SOLN,med,0.01059781017623362,0.015013762615718563,0.004415952439484942
108,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,med,0.01241290473680402,0.024188839769768794,0.011775935032964775
109,20 ML  -  POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,med,0.0005269629369397933,0.0014179664692623088,0.0008910035323225155
110,20 ML SYRINGE : CEFAZOLIN 2 G IN STERILE WATER 20 ML SYRINGE IV,med,0.0031617776216387597,0.014263074484932635,0.011101296863293874
111,20 ML VIAL : POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,med,0.0017565431231326444,0.01709900742345725,0.015342464300324607
112,20 ML VIAL: POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,med,0.005386732244273443,0.005755275669358783,0.00036854342508534
113,20.3 ML CUP : ACETAMINOPHEN 160 MG/5ML PO SOLN,med,0.0076116868669081255,0.033947785469985864,0.02633609860307774
114,24 h urine protein,lab,0.025528426722861097,0.020685628492767796,0.004842798230093301
115,24 h urine urea nitrogen,lab,0.0004098600620642837,0.0014179664692623088,0.0010081064071980252
116,250 ML  -  ALBUMIN HUMAN 5 % IV SOLN,med,0.00925112711516526,0.011093502377169826,0.0018423752620045659
117,250 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,med,0.011358978862924434,0.013679205938765801,0.0023202270758413673
118,250 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,med,0.03050529890507026,0.03311368754689038,0.0026083886418201245
119,250 ML PLAS CONT : NOREPINEPHRINE IN D5W 8 MG/250 ML,med,0.010773464488546885,0.0055050462924301395,0.005268418196116746
120,250 ML PLAS CONT: FAT EMULSION 20 % IV EMUL,med,0.0025762632472612116,0.004754358161644211,0.0021780949143829996
121,3 ML  -  ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,med,0.011768838924988718,0.0068396029693829005,0.004929235955605817
122,3 ML  -  IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,med,0.03220329059076515,0.01818333472348137,0.014019955867283777
123,3 ML PLAS CONT: ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,med,0.014637859359438702,0.020101759946600965,0.005463900587162262
124,3 ML PLAS CONT: IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,med,0.026172492534676402,0.028025690216007985,0.0018531976813315823
125,3 ML SYRINGE CUSTOM NDC : ANTICOAGULANT SODIUM CITRATE 4 % VI SOLN,med,0.006616312430466294,0.005671865877049235,0.0009444465534170585
126,3 ML VIAL : INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,med,0.031559224778949846,0.03444824422384315,0.0028890194448933024
127,3 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,med,0.037180162772974305,0.04887813829339488,0.011697975520420574
128,3.5 G  -  REFRESH P.M. OP OINT,med,0.01229580186192851,0.007923930269407018,0.004371871592521491
129,30 ML  -  IOPAMIDOL 61 % IV SOLN,med,0.008841267053100977,0.009675535907907519,0.0008342688548065424
130,30 ML  -  LACTULOSE 10 GM/15ML PO SOLN,med,0.00960243573979179,0.006589373592454258,0.0030130621473375314
131,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,med,0.011944493237301982,0.026023855200578844,0.014079361963276861
132,30 ML CUP : MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,med,0.003513086246265289,0.020685628492767796,0.01717254224650251
133,37.5 G TUBE : DEXTROSE (DIABETIC USE) 40 % PO GEL,med,0.04086890333155286,0.025773625823650198,0.015095277507902662
134,37.5 G TUBE : GLUCOSE 40 % PO GEL,med,0.03220329059076515,0.036867128200820026,0.004663837610054879
135,4 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,med,0.02494291234848355,0.020018350154291417,0.0049245621941921315
136,4 ML  -  LABETALOL HCL 5 MG/ML IV SOLN,med,0.008372855553598938,0.015847860538814037,0.007475004985215099
137,4 ML : FUROSEMIDE 10 MG/ML IJ SOLN,med,0.011768838924988718,0.023438151638982867,0.01166931271399415
138,4 ML SYRINGE : LABETALOL HCL 5 MG/ML IV SOLN,med,0.008021546928972409,0.013512386354146706,0.005490839425174298
139,4 ML VIAL : FUROSEMIDE 10 MG/ML IJ SOLN,med,0.020961414602716222,0.01918425223119594,0.001777162371520282
140,4 ML VIAL: FUROSEMIDE 10 MG/ML IJ SOLN,med,0.017565431231326444,0.02510634748517382,0.007540916253847375
141,473 ML  -  CHLORHEXIDINE GLUCONATE 0.12 % MT SOLN,med,0.04063469758180184,0.019100842438886392,0.021533855142915448
142,5 G  -  LIDOCAINE-PRILOCAINE 2.5-2.5 % EX CREA,med,0.011476081737799943,0.022520643923577843,0.011044562185777899
143,5 ML  -  LEVETIRACETAM 500 MG/5ML IV SOLN,med,0.0019907488728836634,0.002919342730834165,0.0009285938579505016
144,5 ML  -  METOPROLOL TARTRATE 1 MG/ML IV SOLN,med,0.0076116868669081255,0.012761698223360778,0.0051500113564526525
145,5 ML SYRINGE : HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IV SOLN,med,0.011358978862924434,0.0068396029693829005,0.004519375893541533
146,5 ML VIAL : DILTIAZEM HCL 25 MG/5ML IV SOLN,med,0.005503835119148952,0.008424389023264305,0.0029205539041153522
147,5 ML VIAL : METOPROLOL TARTRATE 1 MG/ML IV SOLN,med,0.0050354236196469134,0.009842355492526614,0.0048069318728797
148,5 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,med,0.012120147549615247,0.010342814246383898,0.0017773333032313487
149,5 ML VIAL : SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN,med,0.005328180806835688,0.005421636500120592,9.345569328490441e-05
150,5 ML VIAL: METOPROLOL TARTRATE 1 MG/ML IV SOLN,med,0.016687159669760122,0.022353824338958748,0.005666664669198625
151,50 ML  -  ALBUMIN HUMAN 25 % IV SOLN,med,0.01411089642249891,0.013512386354146706,0.0005985100683522041
152,50 ML  -  POTASSIUM CHLORIDE 20 MEQ/50ML IV SOLN,med,0.003395983371389779,0.004670948369334664,0.0012749649979448847
153,50 ML FLEX CONT : MAGNESIUM SULFATE 4% IJ SOLN,med,0.019029217167270313,0.014680123446480373,0.00434909372078994
154,50 ML FLEX CONT : MAGNESIUM SULFATE 40 MG/ML IJ SOLN,med,0.007553135429470371,0.006923012761692449,0.0006301226677779218
155,50 ML FLEX CONT: MAGNESIUM SULFATE 40 MG/ML IJ SOLN,med,0.03050529890507026,0.045041287847155685,0.014535988942085427
156,50 ML SYRINGE : DEXTROSE 50 % IV SOLN,med,0.07365770829669556,0.06897989823999584,0.004677810056699719
157,50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,med,0.009426781427478525,0.006255734423216068,0.0031710470042624573
158,50 ML SYRINGE: DEXTROSE 50 % IV SOLN,med,0.010129398676731582,0.011010092584860279,0.0008806939081286973
159,50 ML VIAL : DEXTROSE 50 % IV SOLN,med,0.013056970548619323,0.008758028192502494,0.004298942356116829
160,50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,med,0.0139937935476234,0.011176912169479374,0.0028168813781440268
161,500 ML  -  HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,med,0.006382106680715274,0.006005505046287425,0.0003766016344278495
162,500 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,med,0.04244979214237224,0.03161231128531853,0.01083748085705371
163,500 ML : HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,med,0.006030798056088746,0.005588456084739687,0.0004423419713490591
164,500 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,med,0.014169447859936665,0.01067645341562209,0.0034929944443145757
165,500 ML FLEX CONT EXCEL : SODIUM CHLORIDE 0.9 % IV SOLN,med,0.032671702090267186,0.03670030861620093,0.004028606525933745
166,8 G  -  ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS,med,0.008958369927976486,0.008340979230954757,0.0006173906970217292
167,ABACAVIR SULFATE                                                                                                                                                                                                                                               ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
168,ABILIFY                                                                                                                                                                                                                                                        ,adm,0.0016394402482571347,0.0031695721077628076,0.001530131859505673
169,ACAMPROSATE CALCIUM                                                                                                                                                                                                                                            ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
170,ACARBOSE                                                                                                                                                                                                                                                       ,adm,0.00011710287487550962,0.0003336391692381903,0.0002165362943626807
171,ACCOLATE                                                                                                                                                                                                                                                       ,adm,0.00023420574975101924,8.340979230954757e-05,0.00015079595744147165
172,ACCU-CHEK                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
173,ACCU-CHEK COMPACT                                                                                                                                                                                                                                              ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
174,ACCUNEB                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
175,ACCUPRIL                                                                                                                                                                                                                                                       ,adm,0.0006440658118153029,0.00025022937692864274,0.00039383643488666016
176,ACCURETIC                                                                                                                                                                                                                                                      ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
177,ACETAMIN/HYDROCODON 325MG/5MG,med,0.00948533286491628,0.012428059054122588,0.0029427261892063083
178,ACETAMINOPH-CAFF-DIHYDROCODEIN                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05
179,ACETAMINOPHEN,med,0.04736811288714364,0.18650429560414836,0.13913618271700473
180,ACETAMINOPHEN                                                                                                                                                                                                                                                  ,adm,0.003395983371389779,0.007256651930930638,0.0038606685595408592
181,ACETAMINOPHEN  325 MG ORAL TAB,med,0.06376251536971499,0.03294686796227129,0.0308156474074437
182,ACETAMINOPHEN  500 MG ORAL TAB,med,0.024240295099230494,0.016348319292671325,0.00789197580655917
183,ACETAMINOPHEN  650 MG RECT SUPP,med,0.008431406991036693,0.004253899407786926,0.004177507583249767
184,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",med,0.05222788219447729,0.035949620485415,0.01627826170906229
185,ACETAMINOPHEN 10 MG/ML 100 ML VIAL,med,0.0022835060600724377,0.009425306530978875,0.007141800470906437
186,ACETAMINOPHEN 325 MG PO TABS,med,0.13572223198071565,0.1492201184417806,0.01349788646106495
187,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,med,0.00017565431231326444,0.0,0.00017565431231326444
188,ACETAMINOPHEN 500 MG PO TABS,med,0.016335851045133593,0.04987905580110945,0.03354320475597586
189,ACETAMINOPHEN 650 MG RE SUPP,med,0.05802447450081502,0.0633080323629466,0.005283557862131583
190,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,med,0.00017565431231326444,0.0,0.00017565431231326444
191,ACETAMINOPHEN 8 HOUR                                                                                                                                                                                                                                           ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
192,ACETAMINOPHEN ER                                                                                                                                                                                                                                               ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
193,ACETAMINOPHEN W-CODEINE                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
194,ACETAMINOPHEN WITH CODEINE PHOSPHATE                                                                                                                                                                                                                           ,adm,0.00017565431231326444,0.00016681958461909515,8.83472769416929e-06
195,ACETAMINOPHEN-CODEINE                                                                                                                                                                                                                                          ,adm,0.00011710287487550962,0.00025022937692864274,0.00013312650205313313
196,ACETAZOLAMIDE                                                                                                                                                                                                                                                  ,adm,0.00011710287487550962,0.0003336391692381903,0.0002165362943626807
197,ACETIC ACID                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
198,ACETYLCYSTEINE                                                                                                                                                                                                                                                 ,adm,0.0008197201241285674,0.0003336391692381903,0.00048608095489037706
199,ACIDOPHILUS                                                                                                                                                                                                                                                    ,adm,0.0003513086246265289,0.0005004587538572855,0.0001491501292307566
200,ACIPHEX                                                                                                                                                                                                                                                        ,adm,0.0003513086246265289,0.00025022937692864274,0.00010107924769788614
201,ACITRETIN                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
202,ACLIDINIUM BROMIDE                                                                                                                                                                                                                                             ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
203,ACTIGALL                                                                                                                                                                                                                                                       ,adm,0.0003513086246265289,0.0003336391692381903,1.766945538833858e-05
204,ACTIVASE                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
205,ACTIVELLA                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
206,ACTONEL                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
207,ACTOPLUS MET                                                                                                                                                                                                                                                   ,adm,5.855143743775481e-05,0.00025022937692864274,0.00019167793949088793
208,ACTOS                                                                                                                                                                                                                                                          ,adm,0.0010539258738795866,0.0012511468846432136,0.000197221010763627
209,ACULAR                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.00016681958461909515,0.00010826814718134034
210,ACYCLOVIR                                                                                                                                                                                                                                                      ,adm,0.0009953744364418317,0.0013345566769527612,0.00033918224051092947
