Unnamed: 0,concept_name,concept_table,MICU,SICU,gap
208,ACTOS                                                                                                                                                                                                                                                          ,adm,0.0010539258738795,0.0012511468846432,0.0001972210107636
209,ACULAR                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813
210,ACYCLOVIR                                                                                                                                                                                                                                                      ,adm,0.0009953744364418,0.0013345566769527,0.0003391822405109
211,ACYCLOVIR/HYDROCORTISONE                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
212,ACZONE                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
213,ADALAT CC                                                                                                                                                                                                                                                      ,adm,0.0009953744364418,0.000917507715405,7.786672103680839e-05
214,ADALIMUMAB                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
215,ADDERALL                                                                                                                                                                                                                                                       ,adm,0.000468411499502,0.0012511468846432,0.0007827353851411
216,ADEMPAS                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05
217,ADIPEX-P                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05
218,ADVACLEAR                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
220,ADVAIR DISKUS                                                                                                                                                                                                                                                  ,adm,0.0103636044264826,0.0150971724080281,0.0047335679815455
221,ADVAIR HFA                                                                                                                                                                                                                                                     ,adm,0.000234205749751,0.0002502293769286,1.6023627177623494e-05
222,ADVICOR                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
223,ADVIL                                                                                                                                                                                                                                                          ,adm,0.0014052344985061,0.0020018350154291,0.000596600516923
224,ADVIL PM                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
225,AFLIBERCEPT                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
226,AFRIN                                                                                                                                                                                                                                                          ,adm,0.0001171028748755,0.0,0.0001171028748755
227,AGGRENOX                                                                                                                                                                                                                                                       ,adm,0.0002927571871887,0.0012511468846432,0.0009583896974544
228,AGRYLIN                                                                                                                                                                                                                                                        ,adm,0.0,0.000166819584619,0.000166819584619
229,ALBUMIN                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
230,ALBUMIN (HUMAN)                                                                                                                                                                                                                                                ,adm,0.0001756543123132,0.000166819584619,8.83472769416929e-06
239,ALBUTEIN                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
240,ALBUTEROL                                                                                                                                                                                                                                                      ,adm,0.019087768604708,0.023771790808221,0.0046840222035129
247,ALBUTEROL SULFATE                                                                                                                                                                                                                                              ,adm,0.0025762632472612,0.0031695721077628,0.0005933088605015
251,ALBUTEROL SULFATE HFA                                                                                                                                                                                                                                          ,adm,0.0006440658118153,0.0008340979230954,0.0001900321112801
254,ALDACTAZIDE                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908
255,ALDACTONE                                                                                                                                                                                                                                                      ,adm,0.0053867322442734,0.0040870798231678,0.0012996524211056
256,ALDOSTERONE                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
257,ALENDRONATE SODIUM                                                                                                                                                                                                                                             ,adm,0.0006440658118153,0.00183501543081,0.0011909496189947
258,ALEVE                                                                                                                                                                                                                                                          ,adm,0.0003513086246265,0.0023354741846673,0.0019841655600408
259,ALEVE-D SINUS & COLD                                                                                                                                                                                                                                           ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
260,ALFUZOSIN HCL                                                                                                                                                                                                                                                  ,adm,0.0001756543123132,0.0003336391692381,0.0001579848569249
261,ALIGN                                                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05
262,ALIMTA                                                                                                                                                                                                                                                         ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
263,ALISKIREN HEMIFUMARATE                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
264,ALKA-SELTZER                                                                                                                                                                                                                                                   ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
265,ALLEGRA                                                                                                                                                                                                                                                        ,adm,0.0009953744364418,0.0014179664692623,0.0004225920328204
266,ALLEGRA-D 12 HOUR                                                                                                                                                                                                                                              ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
268,ALLOPURINOL                                                                                                                                                                                                                                                    ,adm,0.0063235552432775,0.0120110100925748,0.0056874548492973
270,ALOE VESTA                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
271,ALOGLIPTIN BENZOATE/METFORMIN HCL                                                                                                                                                                                                                              ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
272,ALOXI                                                                                                                                                                                                                                                          ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
273,ALPHA LIPOIC ACID                                                                                                                                                                                                                                              ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05
274,ALPHAGAN P                                                                                                                                                                                                                                                     ,adm,0.000936822999004,0.0006672783384763,0.0002695446605276
276,ALPRAZOLAM                                                                                                                                                                                                                                                     ,adm,0.0026348146846989,0.0047543581616442,0.0021195434769452
280,ALT (SGPT),lab,0.7291996018497985,0.6455083826835887,0.0836912191662098
281,ALTABAX                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
282,ALTACE                                                                                                                                                                                                                                                         ,adm,0.000702617249253,0.0007506881307859,4.807088153287035e-05
283,ALTALUBE                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
284,ALTAVERA                                                                                                                                                                                                                                                       ,adm,0.0,0.000166819584619,0.000166819584619
288,ALTOPREV                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
289,ALUMINUM HYDROXIDE                                                                                                                                                                                                                                             ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
290,AMANTADINE                                                                                                                                                                                                                                                     ,adm,0.000234205749751,0.0010843273000241,0.000850121550273
291,AMARYL                                                                                                                                                                                                                                                         ,adm,0.0018150945605703,0.0020018350154291,0.0001867404548587
293,AMBIEN                                                                                                                                                                                                                                                         ,adm,0.0039814977457673,0.0052548169155014,0.0012733191697341
294,AMBIEN CR                                                                                                                                                                                                                                                      ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
295,AMERGE                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
296,AMIKACIN SULFATE                                                                                                                                                                                                                                               ,adm,0.0,0.000166819584619,0.000166819584619
297,AMILORIDE HCL                                                                                                                                                                                                                                                  ,adm,0.0001171028748755,0.0002502293769286,0.0001331265020531
298,AMINO ACID                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
299,AMINO ACIDS/PROTEIN HYDROLYSATE                                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
307,AMIODARONE HCL                                                                                                                                                                                                                                                 ,adm,0.0046255635575826,0.0080073400617165,0.0033817765041339
311,AMITIZA                                                                                                                                                                                                                                                        ,adm,0.0002927571871887,0.0005838685461668,0.000291111358978
312,AMITRIPTYLINE HCL                                                                                                                                                                                                                                              ,adm,0.0034545348088275,0.0063391442155256,0.002884609406698
313,AMLACTIN                                                                                                                                                                                                                                                       ,adm,0.0004098600620642,0.0,0.0004098600620642
315,AMLODIPINE BESILATE                                                                                                                                                                                                                                            ,adm,0.0104221558639203,0.0209358578696964,0.010513702005776
317,AMLODIPINE BESYLATE                                                                                                                                                                                                                                            ,adm,0.0,0.0008340979230954,0.0008340979230954
320,AMLODIPINE BESYLATE-BENAZEPRIL                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813
321,AMLODIPINE BESYLATE/BENAZEPRIL HCL                                                                                                                                                                                                                             ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
322,AMLODIPINE BESYLATE/OLMESARTAN MEDOXOMIL                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
323,AMLODIPINE BESYLATE/VALSARTAN                                                                                                                                                                                                                                  ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
324,AMMONIUM LACTATE                                                                                                                                                                                                                                               ,adm,0.0001756543123132,0.000166819584619,8.83472769416929e-06
325,AMOX TR-POTASSIUM CLAVULANATE                                                                                                                                                                                                                                  ,adm,0.0,0.0004170489615477,0.0004170489615477
326,AMOXICILLIN                                                                                                                                                                                                                                                    ,adm,0.0011124773113173,0.0010843273000241,2.815001129322309e-05
327,AMOXICILLIN-CLAVULANATE ER                                                                                                                                                                                                                                     ,adm,0.0001171028748755,0.0,0.0001171028748755
328,AMOXICILLIN-CLAVULANATE POT ER                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
329,AMOXICILLIN/POTASSIUM CLAVULANATE                                                                                                                                                                                                                              ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05
330,AMPHETAMINE SALT COMBO                                                                                                                                                                                                                                         ,adm,0.0,0.0002502293769286,0.0002502293769286
331,AMPHOTERICIN B                                                                                                                                                                                                                                                 ,adm,0.0001756543123132,0.0,0.0001756543123132
332,AMPICILLIN SODIUM                                                                                                                                                                                                                                              ,adm,0.0001171028748755,0.0,0.0001171028748755
333,ANAFRANIL                                                                                                                                                                                                                                                      ,adm,0.0,0.000166819584619,0.000166819584619
334,ANAGRELIDE HCL                                                                                                                                                                                                                                                 ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
335,ANAPROX                                                                                                                                                                                                                                                        ,adm,0.0002927571871887,0.000166819584619,0.0001259376025696
336,ANASPAZ                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
337,ANASTROZOLE                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0005838685461668,0.000525317108729
339,ANCEF                                                                                                                                                                                                                                                          ,adm,0.0,0.000166819584619,0.000166819584619
340,ANDRODERM                                                                                                                                                                                                                                                      ,adm,0.0,0.000166819584619,0.000166819584619
341,ANDROGEL                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908
342,ANF/ANA,lab,0.0019321974354459,0.0016681958461909,0.0002640015892549
343,ANTACID                                                                                                                                                                                                                                                        ,adm,0.0,0.0002502293769286,0.0002502293769286
344,ANTARA                                                                                                                                                                                                                                                         ,adm,0.0001171028748755,0.0,0.0001171028748755
345,ANTIPYRINE-BENZOCAINE                                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
346,ANTIVERT                                                                                                                                                                                                                                                       ,adm,0.001171028748755,0.0013345566769527,0.0001635279281976
347,ANUCORT-HC                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
348,ANUSOL-HC                                                                                                                                                                                                                                                      ,adm,0.0001756543123132,0.0002502293769286,7.45750646153783e-05
349,APIDRA                                                                                                                                                                                                                                                         ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05
350,APIXABAN                                                                                                                                                                                                                                                       ,adm,0.0003513086246265,0.0004170489615477,6.574033692120898e-05
351,APLISOL                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05
352,APREPITANT                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908
354,APRI                                                                                                                                                                                                                                                           ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
355,APRODINE                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
356,AQUADEKS                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
357,AQUAPHOR                                                                                                                                                                                                                                                       ,adm,0.0,0.0002502293769286,0.0002502293769286
358,ARALAST NP                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05
359,ARANESP                                                                                                                                                                                                                                                        ,adm,0.0008197201241285,0.000917507715405,9.778759127645596e-05
360,ARAVA                                                                                                                                                                                                                                                          ,adm,0.0002927571871887,8.340979230954757e-05,0.0002093473948792
361,ARFORMOTEROL TARTRATE                                                                                                                                                                                                                                          ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05
362,ARGININE                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05
363,ARICEPT                                                                                                                                                                                                                                                        ,adm,0.0039814977457673,0.0035032112770009,0.0004782864687663
364,ARIMIDEX                                                                                                                                                                                                                                                       ,adm,0.0004098600620642,0.0007506881307859,0.0003408280687216
365,ARIPIPRAZOLE                                                                                                                                                                                                                                                   ,adm,0.0002927571871887,8.340979230954757e-05,0.0002093473948792
366,ARIXTRA                                                                                                                                                                                                                                                        ,adm,0.0003513086246265,8.340979230954757e-05,0.0002678988323169
